Job ID,Job Title,Salary,Skills,Location,Years of Experience,Company Name,Mode of Work,skills_tokens,job_title_tokens
97,Data Engineer,$42415,"Python, Data Pipeline Construction, Apache Spark, SQL","Baton Rouge, LA",1,CreativeUX,Remote,"[101, 18750, 1010, 2951, 13117, 2810, 1010, 15895, 12125, 1010, 29296, 102]","[101, 2951, 3992, 102]"
98,Senior Cybersecurity Analyst,$151391,"Malware Analysis, Firewalls, Compliance, Cryptography","Providence, RI",14,EcoSystems,Hybrid,"[101, 15451, 8059, 4106, 1010, 2543, 9628, 2015, 1010, 12646, 1010, 19888, 9888, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
99,Senior SEO Consultant,$205817,"Content Marketing, Local SEO, Webmaster Tools","Santa Fe, NM",15,Summit Securities,Remote,"[101, 4180, 5821, 1010, 2334, 27457, 1010, 4773, 8706, 5906, 102]","[101, 3026, 27457, 8930, 102]"
100,Senior Cloud Solutions Architect,$140769,"Cloud Storage Solutions, Cloud Computing, Cloud Security","Lexington, KY",6,New Horizons Systems,Onsite,"[101, 6112, 5527, 7300, 1010, 6112, 9798, 1010, 6112, 3036, 102]","[101, 3026, 6112, 7300, 4944, 102]"
101,Senior Cybersecurity Analyst,$204779,"Compliance, Intrusion Detection, Cryptography, Security Audits, Cybersecurity","Augusta, GA",12,Nova Mechanics,Hybrid,"[101, 12646, 1010, 24554, 10788, 1010, 19888, 9888, 1010, 3036, 15727, 2015, 1010, 16941, 3366, 10841, 15780, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
102,Senior Cybersecurity Analyst,$208582,"Ethical Hacking, Network Security, Intrusion Detection","Grand Rapids, MI",12,Emerald Enterprises,Onsite,"[101, 12962, 23707, 1010, 2897, 3036, 1010, 24554, 10788, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
103,Senior Sales Associate,$154345,"Sales Techniques, CRM, Client Relationship Management, Market Analysis, Salesforce","Baton Rouge, LA",15,Platinum Enterprises,Hybrid,"[101, 4341, 5461, 1010, 13675, 2213, 1010, 7396, 3276, 2968, 1010, 3006, 4106, 1010, 4341, 14821, 102]","[101, 3026, 4341, 5482, 102]"
104,Software Developer,$110675,"Kubernetes, NoSQL, Python, Spring Boot, Scala","Sioux Falls, SD",1,Gemini Solutions,Hybrid,"[101, 13970, 5677, 7159, 2229, 1010, 16839, 4160, 2140, 1010, 18750, 1010, 3500, 9573, 1010, 26743, 102]","[101, 4007, 9722, 102]"
105,Senior Foreign Language Translator,$184231,"Document Translation, Translation, Language Proficiency, Technical Translation, Cultural Awareness","Rochester, MN",11,Crimson Technology,Hybrid,"[101, 6254, 5449, 1010, 5449, 1010, 2653, 26293, 1010, 4087, 5449, 1010, 3451, 7073, 102]","[101, 3026, 3097, 2653, 11403, 102]"
106,Graphic Designer,$73544,"Web Design, Print Design, Adobe Suite, Sketch, Animation","Mesa, AZ",3,Quantum Web Development,Remote,"[101, 4773, 2640, 1010, 6140, 2640, 1010, 18106, 7621, 1010, 11080, 1010, 7284, 102]","[101, 8425, 5859, 102]"
107,Senior Video Game Designer,$134287,"Player Psychology, Game Testing, Game Development Engines, Programming, Level Design","Nampa, ID",7,Lighthouse Logistics,Remote,"[101, 2447, 6825, 1010, 2208, 5604, 1010, 2208, 2458, 5209, 1010, 4730, 1010, 2504, 2640, 102]","[101, 3026, 2678, 2208, 5859, 102]"
108,Network Administrator,$115851,"Network Security, Docker, Windows Server, Linux, Cisco Systems","Rapid City, SD",2,Echo Enterprises,Remote,"[101, 2897, 3036, 1010, 8946, 2121, 1010, 3645, 8241, 1010, 11603, 1010, 26408, 3001, 102]","[101, 2897, 8911, 102]"
109,Senior Public Health Official,$213139,"Health Promotion Programs, Emergency Response, Biostatistics","Providence, RI",14,UrbanTech,Hybrid,"[101, 2740, 4712, 3454, 1010, 5057, 3433, 1010, 16012, 9153, 16774, 6558, 102]","[101, 3026, 2270, 2740, 2880, 102]"
110,Senior Technical Writer,$168624,"Online Help Systems, Content Management Systems, API Documentation","Billings, MT",11,Bright Futures,Hybrid,"[101, 3784, 2393, 3001, 1010, 4180, 2968, 3001, 1010, 17928, 12653, 102]","[101, 3026, 4087, 3213, 102]"
111,Senior Software Developer,$173125,"C#, AWS Lambda, Black Box Testing, CI/CD","Baton Rouge, LA",13,CreativeUX,Remote,"[101, 1039, 1001, 1010, 22091, 2015, 23375, 1010, 2304, 3482, 5604, 1010, 25022, 1013, 3729, 102]","[101, 3026, 4007, 9722, 102]"
112,Environmental Scientist,$118215,"Environmental Analysis, Ecology, Water Quality Assessment, Sustainability","Atlanta, GA",2,Shadowfax Technologies,Remote,"[101, 4483, 4106, 1010, 13517, 1010, 2300, 3737, 7667, 1010, 15169, 102]","[101, 4483, 7155, 102]"
113,Senior Data Security Analyst,$225104,"Penetration Testing, Security Operations, Encryption","Montpelier, VT",10,Pathfinder Enterprises,Onsite,"[101, 20015, 5604, 1010, 3036, 3136, 1010, 21999, 102]","[101, 3026, 2951, 3036, 12941, 102]"
114,Senior DevOps Engineer,$214043,"Automation Tools, Jenkins, Scripting, Kubernetes, Security Best Practices","Pittsburgh, PA",9,Aurora Analytics,Remote,"[101, 19309, 5906, 1010, 11098, 1010, 5896, 2075, 1010, 13970, 5677, 7159, 2229, 1010, 3036, 2190, 6078, 102]","[101, 3026, 16475, 11923, 3992, 102]"
115,Senior Foreign Language Translator,$153112,"Cultural Awareness, Technical Translation, Simultaneous Translation, Translation","Houston, TX",15,Peak Performance Systems,Hybrid,"[101, 3451, 7073, 1010, 4087, 5449, 1010, 17424, 5449, 1010, 5449, 102]","[101, 3026, 3097, 2653, 11403, 102]"
116,Senior Software Developer,$223723,"Git, TypeScript, Angular, Cloud Services, API Design","Santa Fe, NM",15,Momentum Technologies,Hybrid,"[101, 21025, 2102, 1010, 4127, 23235, 1010, 16108, 1010, 6112, 2578, 1010, 17928, 2640, 102]","[101, 3026, 4007, 9722, 102]"
117,Senior Sales Associate,$113581,"Client Relationship Management, Salesforce, CRM","Wilmington, DE",8,Pathfinder Enterprises,Remote,"[101, 7396, 3276, 2968, 1010, 4341, 14821, 1010, 13675, 2213, 102]","[101, 3026, 4341, 5482, 102]"
118,Senior Software Developer,$90536,"Ruby, Agile Testing, React, NoSQL, Black Box Testing","Virginia Beach, VA",8,DesignHub,Hybrid,"[101, 10090, 1010, 29003, 5604, 1010, 10509, 1010, 16839, 4160, 2140, 1010, 2304, 3482, 5604, 102]","[101, 3026, 4007, 9722, 102]"
119,Data Engineer,$48732,"Apache Spark, Data Warehousing, ETL Development, Data Modeling, Real-time Data Processing","Green Bay, WI",3,Mystic Tech,Remote,"[101, 15895, 12125, 1010, 2951, 16283, 6806, 18161, 1010, 3802, 2140, 2458, 1010, 2951, 11643, 1010, 2613, 1011, 2051, 2951, 6364, 102]","[101, 2951, 3992, 102]"
120,Cloud Solutions Architect,$66032,"Kubernetes, Google Cloud, Cloud Security","Rapid City, SD",2,Marble Media,Remote,"[101, 13970, 5677, 7159, 2229, 1010, 8224, 6112, 1010, 6112, 3036, 102]","[101, 6112, 7300, 4944, 102]"
121,Senior Marketing Specialist,$177871,"Brand Management, AdWords, Facebook Ads, Google Analytics, SEO/SEM","Morgantown, WV",10,UrbanTech,Onsite,"[101, 4435, 2968, 1010, 4748, 22104, 1010, 9130, 14997, 1010, 8224, 25095, 1010, 27457, 1013, 7367, 2213, 102]","[101, 3026, 5821, 8325, 102]"
122,Senior Microsoft CRM Developer,$182457,"Automated Testing, Javascript, SQL Server","Portland, OR",14,Gemini Solutions,Hybrid,"[101, 12978, 5604, 1010, 9262, 22483, 1010, 29296, 8241, 102]","[101, 3026, 7513, 13675, 2213, 9722, 102]"
123,Microsoft CRM Developer,$48457,"Automated Testing, Integration Services, Power BI","Norman, OK",1,GreenLeaf Technologies,Hybrid,"[101, 12978, 5604, 1010, 8346, 2578, 1010, 2373, 12170, 102]","[101, 7513, 13675, 2213, 9722, 102]"
124,Senior Data Scientist,$42561,"Hadoop, Keras, Data Mining, R","Des Moines, IA",8,Pulse Point Media,Onsite,"[101, 2018, 18589, 1010, 17710, 8180, 1010, 2951, 5471, 1010, 1054, 102]","[101, 3026, 2951, 7155, 102]"
125,Senior DevOps Engineer,$158126,"Monitoring and Logging, Ansible, Docker, Security Best Practices, Jenkins","Carson City, NV",15,WriteIt,Onsite,"[101, 8822, 1998, 15899, 1010, 2019, 19307, 1010, 8946, 2121, 1010, 3036, 2190, 6078, 1010, 11098, 102]","[101, 3026, 16475, 11923, 3992, 102]"
126,Senior Data Engineer,$191436,"Real-time Data Processing, Data Warehousing, Python, Data Pipeline Construction, Data Integration","Columbus, OH",14,SalesForce,Hybrid,"[101, 2613, 1011, 2051, 2951, 6364, 1010, 2951, 16283, 6806, 18161, 1010, 18750, 1010, 2951, 13117, 2810, 1010, 2951, 8346, 102]","[101, 3026, 2951, 3992, 102]"
127,Public Health Official,$79215,"Epidemiology, Global Health Issues, Health Promotion Programs, Public Health Surveillance, Community Health","Virginia Beach, VA",1,Pixel Graphics,Hybrid,"[101, 4958, 5178, 4328, 6779, 1010, 3795, 2740, 3314, 1010, 2740, 4712, 3454, 1010, 2270, 2740, 9867, 1010, 2451, 2740, 102]","[101, 2270, 2740, 2880, 102]"
128,Senior Public Health Official,$155384,"Emergency Response, Public Health Surveillance, Global Health Issues, Public Policy","Missoula, MT",12,Urban Dynamics,Remote,"[101, 5057, 3433, 1010, 2270, 2740, 9867, 1010, 3795, 2740, 3314, 1010, 2270, 3343, 102]","[101, 3026, 2270, 2740, 2880, 102]"
129,Senior Software Developer,$59391,"SQL, Django, Git, AWS Lambda","Charleston, SC",6,Silicon Valley Data Systems,Onsite,"[101, 29296, 1010, 6520, 23422, 1010, 21025, 2102, 1010, 22091, 2015, 23375, 102]","[101, 3026, 4007, 9722, 102]"
130,Public Health Official,$107997,"Community Health, Disease Prevention, Health Education, Epidemiology","San Diego, CA",5,Springboard Solutions,Onsite,"[101, 2451, 2740, 1010, 4295, 9740, 1010, 2740, 2495, 1010, 4958, 5178, 4328, 6779, 102]","[101, 2270, 2740, 2880, 102]"
131,Senior Web Developer,$177431,"PHP, Node.js, Web Performance Optimization","Dallas, TX",14,Aurora Analytics,Hybrid,"[101, 25718, 1010, 13045, 1012, 1046, 2015, 1010, 4773, 2836, 20600, 102]","[101, 3026, 4773, 9722, 102]"
132,Senior Network Administrator,$187972,"Cybersecurity, Cisco Systems, Cloud Computing, Linux","Boise, ID",9,Innovative Tech Solutions,Onsite,"[101, 16941, 3366, 10841, 15780, 1010, 26408, 3001, 1010, 6112, 9798, 1010, 11603, 102]","[101, 3026, 2897, 8911, 102]"
133,Network Administrator,$59793,"Cloud Computing, Docker, Networking, Firewall Management, Cisco Systems","Overland Park, KS",3,New Dawn Technologies,Hybrid,"[101, 6112, 9798, 1010, 8946, 2121, 1010, 14048, 1010, 2543, 9628, 2968, 1010, 26408, 3001, 102]","[101, 2897, 8911, 102]"
134,Senior Software Tester,$96829,"Selenium, Regression Testing, Performance Testing","Fargo, ND",6,Catalyst Creations,Hybrid,"[101, 7367, 7770, 5007, 1010, 26237, 5604, 1010, 2836, 5604, 102]","[101, 3026, 4007, 3231, 2121, 102]"
135,Senior Biomedical Engineer,$184992,"Biomedical Devices, Medical Instrumentation, Healthcare Technologies","Indianapolis, IN",11,Ethereal Arts,Hybrid,"[101, 20906, 5733, 1010, 2966, 16015, 1010, 9871, 6786, 102]","[101, 3026, 20906, 3992, 102]"
136,Data Scientist,$133905,"Data Mining, Keras, TensorFlow, R, Statistical Analysis","Anchorage, AK",0,CreativeUX,Onsite,"[101, 2951, 5471, 1010, 17710, 8180, 1010, 23435, 12314, 1010, 1054, 1010, 7778, 4106, 102]","[101, 2951, 7155, 102]"
137,Senior Cloud Solutions Architect,$95352,"Azure, Docker, Kubernetes","Grand Forks, ND",6,Nova Mechanics,Onsite,"[101, 24296, 1010, 8946, 2121, 1010, 13970, 5677, 7159, 2229, 102]","[101, 3026, 6112, 7300, 4944, 102]"
138,Senior Data Scientist,$157440,"TensorFlow, Machine Learning, Spark","Wichita, KS",9,Infinity Game Studios,Onsite,"[101, 23435, 12314, 1010, 3698, 4083, 1010, 12125, 102]","[101, 3026, 2951, 7155, 102]"
139,Senior Software Developer,$218586,"Go, JavaScript, Cloud Services, CI/CD, Vue.js","Newark, NJ",12,Bright Futures,Onsite,"[101, 2175, 1010, 9262, 22483, 1010, 6112, 2578, 1010, 25022, 1013, 3729, 1010, 24728, 2063, 1012, 1046, 2015, 102]","[101, 3026, 4007, 9722, 102]"
140,Senior Web Developer,$173427,"CSS, Security Practices, JavaScript, React, Web Performance Optimization","Greenville, SC",14,Nebula Web Solutions,Hybrid,"[101, 20116, 2015, 1010, 3036, 6078, 1010, 9262, 22483, 1010, 10509, 1010, 4773, 2836, 20600, 102]","[101, 3026, 4773, 9722, 102]"
141,Data Engineer,$89470,"ETL Development, Data Integration, Data Pipeline Construction, Data Warehousing","Memphis, TN",2,Cobalt Tech,Hybrid,"[101, 3802, 2140, 2458, 1010, 2951, 8346, 1010, 2951, 13117, 2810, 1010, 2951, 16283, 6806, 18161, 102]","[101, 2951, 3992, 102]"
142,Network Administrator,$43797,"Network Security, Firewall Management, Cybersecurity","Greensboro, NC",5,DataTrend,Remote,"[101, 2897, 3036, 1010, 2543, 9628, 2968, 1010, 16941, 3366, 10841, 15780, 102]","[101, 2897, 8911, 102]"
143,Senior AI Research Scientist,$79443,"Machine Learning, AI Model Optimization, Deep Learning, AI Applications, TensorFlow","Pittsburgh, PA",8,Oceanic Ventures,Remote,"[101, 3698, 4083, 1010, 9932, 2944, 20600, 1010, 2784, 4083, 1010, 9932, 5097, 1010, 23435, 12314, 102]","[101, 3026, 9932, 2470, 7155, 102]"
144,Senior Foreign Language Translator,$222199,"Technical Translation, Multilingual Communication, Localization","Missoula, MT",9,TechCorp,Hybrid,"[101, 4087, 5449, 1010, 4800, 2989, 8787, 4807, 1010, 2334, 3989, 102]","[101, 3026, 3097, 2653, 11403, 102]"
145,Senior Web Developer,$193952,"Angular, Security Practices, Ruby on Rails","Wilmington, DE",13,UrbanTech,Remote,"[101, 16108, 1010, 3036, 6078, 1010, 10090, 2006, 15168, 102]","[101, 3026, 4773, 9722, 102]"
146,Product Manager,$111104,"SEO/SEM, Business Analysis, Public Speaking, Data-Driven Decision Making, User Experience Design","Newark, NJ",4,WriteIt,Hybrid,"[101, 27457, 1013, 7367, 2213, 1010, 2449, 4106, 1010, 2270, 4092, 1010, 2951, 1011, 5533, 3247, 2437, 1010, 5310, 3325, 2640, 102]","[101, 4031, 3208, 102]"
147,Foreign Language Translator,$81742,"Translation, Document Translation, Simultaneous Translation","Manchester, NH",3,TechBridge,Hybrid,"[101, 5449, 1010, 6254, 5449, 1010, 17424, 5449, 102]","[101, 3097, 2653, 11403, 102]"
148,Technical Writer,$109200,"Research, Editing, Technical Documentation","Des Moines, IA",4,BioTech Health,Hybrid,"[101, 2470, 1010, 9260, 1010, 4087, 12653, 102]","[101, 4087, 3213, 102]"
149,Senior Graphic Designer,$88769,"Print Design, InDesign, Illustrator, User Interface Design, Adobe Suite","Madison, WI",8,CreativeUX,Onsite,"[101, 6140, 2640, 1010, 27427, 2229, 23773, 1010, 13825, 1010, 5310, 8278, 2640, 1010, 18106, 7621, 102]","[101, 3026, 8425, 5859, 102]"
150,Senior Human Resources Manager,$211422,"Training, HR Policies, Diversity and Inclusion, Benefits Administration","Rockville, MD",9,Zephyr Innovations,Hybrid,"[101, 2731, 1010, 17850, 6043, 1010, 8906, 1998, 10502, 1010, 6666, 3447, 102]","[101, 3026, 2529, 4219, 3208, 102]"
151,Public Health Official,$146004,"Epidemiology, Public Policy, Global Health Issues, Emergency Response, Biostatistics","Madison, WI",3,Oceanic Ventures,Hybrid,"[101, 4958, 5178, 4328, 6779, 1010, 2270, 3343, 1010, 3795, 2740, 3314, 1010, 5057, 3433, 1010, 16012, 9153, 16774, 6558, 102]","[101, 2270, 2740, 2880, 102]"
152,Senior Web Developer,$231155,"React, Ruby on Rails, HTML, CSS, JavaScript","Providence, RI",9,UrbanTech,Remote,"[101, 10509, 1010, 10090, 2006, 15168, 1010, 16129, 1010, 20116, 2015, 1010, 9262, 22483, 102]","[101, 3026, 4773, 9722, 102]"
153,Product Manager,$87070,"Market Research, Marketing, User Experience Design, Data-Driven Decision Making","Lansing, MI",5,Radiant Solutions,Onsite,"[101, 3006, 2470, 1010, 5821, 1010, 5310, 3325, 2640, 1010, 2951, 1011, 5533, 3247, 2437, 102]","[101, 4031, 3208, 102]"
154,Senior Fintech Analyst,$191475,"Quantitative Analysis, Financial Markets, Financial Modeling, Machine Learning","Huntsville, AL",13,Bright Futures,Onsite,"[101, 20155, 4106, 1010, 3361, 6089, 1010, 3361, 11643, 1010, 3698, 4083, 102]","[101, 3026, 10346, 15007, 12941, 102]"
155,Senior Logistics Coordinator,$194547,"Supply Chain Optimization, Import/Export Compliance, Distribution Strategies, Logistics Software","Warwick, RI",13,Silicon Valley Data Systems,Onsite,"[101, 4425, 4677, 20600, 1010, 12324, 1013, 9167, 12646, 1010, 4353, 9942, 1010, 12708, 4007, 102]","[101, 3026, 12708, 10669, 102]"
156,Senior Network Administrator,$224452,"Remote Support, Firewall Management, Cloud Computing","Baltimore, MD",10,CapitalTech,Hybrid,"[101, 6556, 2490, 1010, 2543, 9628, 2968, 1010, 6112, 9798, 102]","[101, 3026, 2897, 8911, 102]"
157,Senior Video Game Designer,$217526,"Level Design, Game Development Engines, Game Mechanics","Nashua, NH",12,SpireTech,Hybrid,"[101, 2504, 2640, 1010, 2208, 2458, 5209, 1010, 2208, 9760, 102]","[101, 3026, 2678, 2208, 5859, 102]"
158,Senior Environmental Scientist,$113431,"Environmental Policy, Environmental Impact Analysis, Water Quality Assessment, Pollution Control","Augusta, GA",8,New Horizons Systems,Hybrid,"[101, 4483, 3343, 1010, 4483, 4254, 4106, 1010, 2300, 3737, 7667, 1010, 10796, 2491, 102]","[101, 3026, 4483, 7155, 102]"
159,SEO Consultant,$130462,"Search Engine Algorithms, Content Optimization, SEO, Local SEO, Google Analytics","Montgomery, AL",0,TechBridge,Hybrid,"[101, 3945, 3194, 13792, 1010, 4180, 20600, 1010, 27457, 1010, 2334, 27457, 1010, 8224, 25095, 102]","[101, 27457, 8930, 102]"
160,Corporate Lawyer,$141749,"Labor Law, M&A, Dispute Resolution, Securities Regulation, Contract Law","Baton Rouge, LA",2,Jade Services,Remote,"[101, 4450, 2375, 1010, 1049, 1004, 1037, 1010, 7593, 5813, 1010, 12012, 7816, 1010, 3206, 2375, 102]","[101, 5971, 5160, 102]"
161,Human Resources Manager,$147584,"Compliance, Employee Engagement, HR Policies","Phoenix, AZ",0,MediTech Solutions,Remote,"[101, 12646, 1010, 7904, 8147, 1010, 17850, 6043, 102]","[101, 2529, 4219, 3208, 102]"
162,Senior Data Scientist,$95298,"Machine Learning, R, Hadoop, TensorFlow","Augusta, GA",7,Pixel Graphics,Onsite,"[101, 3698, 4083, 1010, 1054, 1010, 2018, 18589, 1010, 23435, 12314, 102]","[101, 3026, 2951, 7155, 102]"
163,Public Health Official,$93716,"Emergency Response, Public Policy, Epidemiology","Chicago, IL",2,Chronos Technology,Hybrid,"[101, 5057, 3433, 1010, 2270, 3343, 1010, 4958, 5178, 4328, 6779, 102]","[101, 2270, 2740, 2880, 102]"
164,Senior Cloud Solutions Architect,$208156,"AWS, Cloud Migration, Azure, Kubernetes, Serverless Architectures","Charleston, SC",12,Orbit Innovations,Onsite,"[101, 22091, 2015, 1010, 6112, 9230, 1010, 24296, 1010, 13970, 5677, 7159, 2229, 1010, 8241, 3238, 4294, 2015, 102]","[101, 3026, 6112, 7300, 4944, 102]"
165,AI Research Scientist,$55822,"Computer Vision, Reinforcement Learning, AI Applications","Missoula, MT",2,Sapphire Systems,Onsite,"[101, 3274, 4432, 1010, 23895, 4083, 1010, 9932, 5097, 102]","[101, 9932, 2470, 7155, 102]"
166,Data Security Analyst,$66762,"Incident Response, Encryption, Data Privacy, Vulnerability Assessment","Kansas City, MO",2,Oasis Outsourcing,Onsite,"[101, 5043, 3433, 1010, 21999, 1010, 2951, 9394, 1010, 18130, 7667, 102]","[101, 2951, 3036, 12941, 102]"
167,Biomedical Engineer,$81201,"Biomolecular Engineering, Biomechanics, Biomaterials","Greenville, SC",2,Marble Media,Hybrid,"[101, 16012, 5302, 2571, 15431, 3330, 1010, 16012, 4168, 14856, 6558, 1010, 16012, 8585, 14482, 2015, 102]","[101, 20906, 3992, 102]"
168,Sales Associate,$51820,"Lead Generation, E-commerce, Market Analysis","Sioux Falls, SD",5,Iris Innovations,Remote,"[101, 2599, 4245, 1010, 1041, 1011, 6236, 1010, 3006, 4106, 102]","[101, 4341, 5482, 102]"
169,Public Health Official,$111127,"Biostatistics, Health Promotion Programs, Health Education, Emergency Response, Public Policy","Laramie, WY",4,Iris Innovations,Remote,"[101, 16012, 9153, 16774, 6558, 1010, 2740, 4712, 3454, 1010, 2740, 2495, 1010, 5057, 3433, 1010, 2270, 3343, 102]","[101, 2270, 2740, 2880, 102]"
170,Senior Technical Writer,$185145,"API Documentation, Technical Diagrams, Content Management Systems","Tucson, AZ",10,TechCorp,Remote,"[101, 17928, 12653, 1010, 4087, 26309, 1010, 4180, 2968, 3001, 102]","[101, 3026, 4087, 3213, 102]"
171,Senior Web Developer,$161018,"Web Performance Optimization, HTML, Ruby on Rails, PHP, React","Biloxi, MS",11,UrbanTech,Hybrid,"[101, 4773, 2836, 20600, 1010, 16129, 1010, 10090, 2006, 15168, 1010, 25718, 1010, 10509, 102]","[101, 3026, 4773, 9722, 102]"
172,Senior Environmental Scientist,$244599,"Environmental Policy, Sustainability, Conservation Strategies, Water Quality Assessment, GIS","Rochester, MN",13,Titan Tech,Hybrid,"[101, 4483, 3343, 1010, 15169, 1010, 5680, 9942, 1010, 2300, 3737, 7667, 1010, 21025, 2015, 102]","[101, 3026, 4483, 7155, 102]"
